,Municipio,Agropecuária,Indústria,Administração pública,Serviços (exceto administração pública),Valor adicionado,Impostos líquido de subsídios,PIB,PIB per capita,Ano
1594,Lençóis Paulista,94399.194,726058.57,248892.434,1200763.76,2270113.957,296396.821,2566510.778,39809.380765842245,2016
1595,Limeira,92203.932,3437510.875,1078640.473,5559928.504,10168283.785,1612948.637,11781232.422,40802.07667661173,2016
1596,Lindóia,5857.133,38933.435,32382.593,68762.757,145935.917,14343.674,160279.591,21747.57005386305,2016
1597,Lins,100867.217,1318535.594,252691.846,1633168.665,3305263.322,332599.477,3637862.8,49292.8659440601,2016
1598,Lorena,11408.819,695731.844,286712.118,1170068.678,2163921.46,243613.54,2407534.999,28308.62120850899,2016
1599,Lourdes,12551.394,2185.827,12878.422,10431.007,38046.65,769.189,38815.839,17920.516427758143,2016
1600,Louveira,29487.116,3117718.692,280273.543,6459143.783,9886623.134,2545498.939,12432122.072,280831.3282995138,2016
1601,Lucélia,25099.978,75630.597,76955.802,189949.063,367635.439,32500.986,400136.425,19427.870698274073,2016
1602,Lucianópolis,20775.674,2484.743,13620.633,15144.005,52025.055,1284.04,53309.095,23682.40564895445,2016
1603,Luís Antônio,68551.917,688219.057,64918.509,277944.859,1099634.342,124100.997,1223735.339,92981.9420443377,2016
1604,Luiziânia,19324.735,3545.156,20609.263,25216.542,68695.697,2062.422,70758.119,12947.505805260733,2016
1605,Lupércio,10302.674,3642.632,19055.137,20757.416,53757.858,1443.231,55201.089,12565.692934795632,2016
1606,Lutécia,48992.701,7108.267,14510.418,16610.71,87222.096,1821.72,89043.816,33576.09938982182,2016
1607,Macatuba,29188.494,70466.643,65944.643,388933.277,554533.058,81173.589,635706.647,38130.19717669433,2016
1608,Macaubal,31961.669,5718.908,29973.96,68499.966,136154.503,7461.244,143615.747,18564.600158738747,2016
1609,Macedônia,24654.671,6594.881,17062.556,16661.68,64973.788,2036.722,67010.509,18567.61134132455,2016
1610,Magda,15399.851,6375.252,19926.073,26543.377,68244.554,3078.339,71322.892,22765.047077762276,2016
1611,Mairinque,17668.532,451603.782,192642.553,578728.155,1240643.021,238228.579,1478871.6,32755.356698449967,2016
1612,Mairiporã,1680.496,307510.052,308566.701,842936.604,1460693.853,176726.202,1637420.055,17847.512723944434,2016
1613,Manduri,44644.672,25505.137,34497.068,82541.621,187188.498,13456.654,200645.152,21509.986309662705,2016
1614,Marabá Paulista,64835.229,6513.088,26378.555,23591.649,121318.52,2696.199,124014.719,25412.85230458306,2016
1615,Maracaí,83140.578,60937.156,55388.712,183377.037,382843.482,28354.024,411197.506,30556.40234185887,2016
1616,Marapoama,36394.344,56941.164,17104.065,41950.695,152390.269,12300.562,164690.831,58713.308622928904,2016
1617,Mariápolis,20844.896,3153.643,16160.452,15959.972,56118.962,983.13,57102.093,14441.601548570165,2016
1618,Marília,66902.439,1071845.702,894378.13,4415422.183,6448548.453,713275.438,7161823.892,31688.785167042846,2016
1619,Marinópolis,8635.573,1622.553,11692.229,10094.967,32045.322,866.778,32912.1,15672.428433090357,2016
1620,Martinópolis,136927.206,48501.331,100145.862,215860.469,501434.868,23759.719,525194.588,20922.420028497705,2016
1621,Matão,96667.145,1436775.125,291967.635,1512897.693,3338307.598,441360.139,3779667.737,47910.60637754274,2016
1622,Mauá,609.664,5464239.98,1348436.195,5844463.949,12657749.788,1881860.233,14539610.021,32753.508642434612,2016
1623,Mendonça,24437.452,82468.467,25779.775,70891.068,203576.762,19707.649,223284.412,45577.54880990892,2016
1624,Meridiano,24643.787,108896.554,20568.635,80617.382,234726.357,24709.839,259436.196,68525.14412612798,2016
1625,Mesópolis,26549.192,2239.651,11163.507,10398.929,50351.278,826.64,51177.919,27106.948374634798,2016
1626,Miguelópolis,346550.409,402771.214,100549.537,212309.293,1062180.452,15843.451,1078023.904,51185.78906539008,2016
1627,Mineiros do Tietê,26278.167,27074.828,43691.742,61773.922,158818.66,10263.235,169081.895,13660.975574093118,2016
1628,Mira Estrela,16522.823,4409.253,17362.254,18476.799,56771.129,1650.493,58421.622,20194.131352939312,2016
1629,Miracatu,78108.332,28549.662,77437.126,202871.579,386966.7,33572.087,420538.787,21018.531931493242,2016
1630,Mirandópolis,117992.787,82759.884,97931.2,275480.398,574164.269,44267.803,618432.072,21905.35817673085,2016
1631,Mirante do Paranapanema,95161.379,87119.575,68794.413,125289.962,376365.329,25001.173,401366.502,22937.850133085747,2016
1632,Mirassol,36985.547,519961.908,212745.178,890051.028,1659743.662,188469.78,1848213.442,32821.53472896537,2016
1633,Mirassolândia,37760.03,10778.141,19639.26,26512.099,94689.529,3955.767,98645.295,21728.038621948734,2016
1634,Mococa,177134.22,450032.078,243773.633,1052746.231,1923686.162,218692.03,2142378.192,32188.62315856653,2016
1635,Mogi das Cruzes,392068.012,3382086.719,1402125.716,7678418.497,12854698.945,1707964.755,14562663.699,35081.7107381613,2016
1636,Mogi Guaçu,214736.767,1573711.943,572572.715,2297860.071,4658881.497,691902.332,5350783.829,37130.88857286751,2016
1637,Mogi Mirim,184677.741,1016508.512,381880.514,2062139.54,3645206.306,631098.334,4276304.641,48025.7029367648,2016
1638,Mombuca,21656.894,9297.982,16364.731,34787.604,82107.211,6024.388,88131.6,26650.015058618035,2016
1639,Monções,11042.887,16915.712,15944.436,22771.366,66674.401,5878.203,72552.604,33542.581740313086,2016
1640,Mongaguá,6904.51,131962.591,223305.197,512046.297,874218.594,47289.769,921508.364,17935.156940361114,2016
1641,Monte Alegre do Sul,45049.673,16868.489,32712.03,57326.449,151956.641,8028.968,159985.609,21229.512835730457,2016
1642,Monte Alto,175907.086,413780.696,171644.762,797144.455,1558476.999,217538.528,1776015.527,37146.5881615129,2016
1643,Monte Aprazível,62672.49,180722.121,84934.141,287313.233,615641.985,47348.022,662990.007,28940.15481519552,2016
1644,Monte Azul Paulista,42512.24,39490.209,73363.927,299645.431,455011.807,41764.676,496776.483,26880.38973782515,2016
1645,Monte Castelo,36294.607,6103.548,19876.362,29290.555,91565.071,5147.468,96712.539,24111.82721896228,2016
1646,Monte Mor,40218.747,1437071.716,223366.067,803320.766,2503977.295,415127.831,2919105.126,52774.304883502184,2016
1647,Monteiro Lobato,4666.512,7182.507,18454.307,30192.458,60495.783,3451.778,63947.561,14768.489926202858,2016
1648,Morro Agudo,254785.241,357949.157,127489.334,489345.106,1229568.838,94401.794,1323970.632,42608.39416118641,2016
1649,Morungaba,19642.662,160175.139,47903.908,139562.37,367284.08,73533.223,440817.303,34781.22953058206,2016
1650,Motuca,31833.95,9238.646,20614.568,24607.004,86294.168,2692.217,88986.385,19765.967382314957,2016
1651,Murutinga do Sul,12103.245,2614.141,21633.798,20508.407,56859.591,2271.794,59131.384,13923.094996033316,2016
1652,Nantes,28963.296,3245.024,17960.64,82156.722,132325.681,13606.26,145931.942,49806.12345648329,2016
1653,Narandiba,51188.556,61867.924,26320.734,62351.006,201728.219,12688.898,214417.116,46450.84842396786,2016
1654,Natividade da Serra,8228.219,3516.284,28657.972,23762.76,64165.234,2384.833,66550.067,9958.112724347033,2016
1655,Nazaré Paulista,17589.633,63561.343,67485.079,131144.755,279780.81,39401.842,319182.651,18088.102197645967,2016
1656,Neves Paulista,30831.474,40492.428,32412.84,82666.123,186402.866,14970.333,201373.199,23154.328975182656,2016
1657,Nhandeara,54776.827,40526.293,41704.805,136735.414,273743.339,15496.366,289239.705,26798.82377856277,2016
1658,Nipoã,17199.123,11930.607,19850.094,26424.293,75404.117,3813.742,79217.859,16783.444617005,2016
1659,Nova Aliança,38349.727,35663.291,27474.294,58490.195,159977.507,9760.287,169737.794,27214.65348365974,2016
1660,Nova Campina,98116.648,120305.8,37006.011,59835.098,315263.557,20167.937,335431.494,36527.44140088837,2016
1661,Nova Canaã Paulista,12556.395,2316.21,11579.997,8564.742,35017.344,834.979,35852.324,17899.312887164964,2016
1662,Nova Castilho,19845.904,1255.648,11623.013,8056.581,40781.146,634.935,41416.081,35734.32386882155,2016
1663,Nova Europa,23144.265,115033.096,44360.726,102483.403,285021.49,23907.122,308928.612,30334.702649516214,2016
1664,Nova Granada,107245.187,25831.677,69768.574,194771.699,397617.137,22583.193,420200.33,20755.75847692548,2016
1665,Nova Guataporanga,2622.506,1702.252,11696.908,10424.386,26446.052,754.251,27200.303,12437.267237327147,2016
1666,Nova Independência,22828.723,39696.311,22431.303,30734.993,115691.331,7290.987,122982.318,35258.692102450164,2016
1667,Nova Luzitânia,5953.123,2456.017,17741.285,15330.269,41480.694,1105.814,42586.508,11119.192753415442,2016
1668,Nova Odessa,14542.868,816569.366,220102.174,1491481.224,2542695.633,437838.235,2980533.868,53681.066734035776,2016
1669,Novais,10321.293,1303.879,21375.432,14347.208,47347.811,1014.712,48362.523,9347.221358344274,2016
1670,Novo Horizonte,153370.467,216702.569,149353.192,631322.843,1150749.071,108545.75,1259294.821,33087.96397994671,2016
1671,Nuporanga,85622.11,185111.812,34490.5,168292.948,473517.371,44184.963,517702.333,72926.0928568036,2016
1672,Ocauçu,34642.073,8107.517,18797.166,25042.847,86589.604,2727.906,89317.51,21522.2916507926,2016
1673,Óleo,55905.356,3836.283,13813.613,15505.392,89060.644,818.045,89878.689,34945.057895041595,2016
1674,Olímpia,121992.796,459600.698,208963.503,929683.115,1720240.112,168817.918,1889058.029,36611.0707630317,2016
1675,Onda Verde,32722.181,17005.27,21445.24,39509.96,110682.65,6009.52,116692.17,28510.180834618513,2016
1676,Oriente,12814.716,9500.901,22151.551,42631.495,87098.662,7860.609,94959.271,15320.953683678305,2016
1677,Orindiúva,32144.389,174939.529,31466.159,137993.474,376543.552,48822.38,425365.932,66246.0569255945,2016
1678,Orlândia,55316.013,478104.152,171176.251,765023.684,1469620.1,204188.086,1673808.186,40487.84948874595,2016
1679,Osasco,947.162,3704861.997,2626849.865,53621250.427,59953909.45,15729560.566,75683470.016,112198.12559470221,2016
1680,Oscar Bressane,37134.66,8958.759,13886.286,22300.277,82279.983,2989.464,85269.447,33810.24862345198,2016
1681,Osvaldo Cruz,30637.064,184090.34,105764.095,444074.134,764565.634,69678.594,834244.228,26773.780535088237,2016
1682,Ourinhos,55417.975,490700.893,412777.241,1640787.268,2599683.378,241313.016,2840996.394,26399.386648449134,2016
1683,Ouro Verde,24059.003,5902.056,30167.364,36777.1,96905.522,3321.703,100227.225,12401.289946125526,2016
1684,Ouroeste,30935.439,124727.322,63472.493,141977.343,361112.597,29245.442,390358.039,42159.8487157062,2016
1685,Pacaembu,28711.685,6334.754,49563.505,103971.401,188581.344,8798.222,197379.566,15041.881266674669,2016
1686,Palestina,111140.38,68198.321,45202.872,108003.7,332545.272,17847.104,350392.376,29780.076127803844,2016
1687,Palmares Paulista,8232.789,6244.203,41308.399,44640.417,100425.808,3451.976,103877.783,8511.781650075549,2016
1688,Palmeira d'Oeste,59055.41,12831.095,34571.914,76589.334,183047.752,5532.762,188580.514,20329.939003240615,2016
1689,Palmital,101775.47,71929.426,85905.345,307564.389,567174.63,56567.83,623742.46,29084.32621258737,2016
1690,Panorama,35814.445,27718.998,57381.383,125877.187,246792.012,13425.278,260217.29,17397.692705866626,2016
1691,Paraguaçu Paulista,127111.459,176084.785,162104.374,624948.763,1090249.382,98648.366,1188897.748,27364.32315080576,2016
1692,Paraibuna,10962.99,39142.159,75573.003,116163.168,241841.32,20007.333,261848.654,14634.139253471296,2016
1693,Paraíso,28597.754,69876.311,29045.294,88632.288,216151.647,18163.936,234315.582,38193.24895403623,2016
1694,Paranapanema,188785.232,31210.901,84420.262,297367.814,601784.209,45286.929,647071.138,33908.25014494387,2016
1695,Paranapuã,35229.304,4452.829,17086.496,25319.707,82088.336,2603.563,84691.899,21906.854311601033,2016
1696,Parapuã,88862.688,44132.757,38848.134,121733.346,293576.925,17975.347,311552.271,29306.017441526983,2016
1697,Pardinho,30599.158,56966.635,29086.747,142018.463,258671.003,25119.61,283790.613,46799.24363484793,2016
1698,Pariquera-Açu,70134.286,51948.538,65541.346,282104.886,469729.056,37241.538,506970.593,26771.431241273167,2016
1699,Parisi,12981.656,1139.237,13190.004,11082.079,38392.975,981.857,39374.833,19216.609378387933,2016
1700,Patrocínio Paulista,200999.377,303010.875,56833.028,259779.977,820623.257,82536.047,903159.304,65022.26810729596,2016
1701,Paulicéia,33582.251,18131.234,30530.208,51633.054,133876.746,7496.865,141373.612,20689.830459397403,2016
1702,Paulínia,25844.033,18871639.906,928611.738,11731264.651,31557360.327,4942232.507,36499592.834,376459.1081833626,2016
1703,Paulistânia,8499.399,1570.819,12099.186,7556.086,29725.49,1617.871,31343.361,17658.23166321765,2016
1704,Paulo de Faria,110225.587,11402.214,37444.429,61896.063,220968.292,5338.957,226307.25,26518.309077593472,2016
1705,Pederneiras,92101.029,598929.109,164676.485,718193.879,1573900.502,248618.366,1822518.869,41427.47411630715,2016
1706,Pedra Bela,18411.175,5188.825,22438.297,27391.485,73429.781,2730.209,76159.991,12917.230419760432,2016
1707,Pedranópolis,24843.782,3262.916,15443.04,12108.312,55658.05,1264.699,56922.749,23073.6722418076,2016
1708,Pedregulho,144661.764,466052.999,61599.606,194005.752,866320.121,20186.725,886506.846,55209.99226608943,2016
1709,Pedreira,8134.076,279646.58,176548.826,511392.128,975721.609,150587.478,1126309.087,25193.126069356513,2016
1710,Pedrinhas Paulista,19117.016,7957.05,16605.738,80213.115,123892.919,11092.384,134985.303,45251.52633146237,2016
1711,Pedro de Toledo,25646.484,8901.493,40206.986,61621.993,136376.956,7922.657,144299.613,13545.443830986673,2016
1712,Penápolis,82095.498,301008.202,232019.937,815633.703,1430757.34,114897.79,1545655.13,25781.114044140664,2016
1713,Pereira Barreto,99585.314,34170.144,103085.759,435960.066,672801.282,69177.367,741978.65,29400.429907878563,2016
1714,Pereiras,15010.434,47530.468,30822.548,59758.83,153122.28,14083.594,167205.875,20755.446208415695,2016
1715,Peruíbe,25334.342,130413.821,263616.131,708979.314,1128343.607,59131.515,1187475.122,18668.350742167826,2016
1716,Piacatu,29050.435,7178.781,23462.127,34724.063,94415.406,2837.735,97253.141,17194.685512685235,2016
1717,Piedade,377081.769,126443.955,166674.659,492346.582,1162546.966,71368.544,1233915.511,23313.53582563446,2016
1718,Pilar do Sul,109938.999,38063.191,96457.452,316644.342,561103.984,45339.971,606443.955,22038.082526120666,2016
1719,Pindamonhangaba,28672.611,2417193.794,578090.419,2637749.295,5661706.118,1101824.24,6763530.359,42954.2316327932,2016
1720,Pindorama,46170.787,74899.144,58708.581,144037.405,323815.917,23832.973,347648.89,21941.990050580087,2016
1721,Pinhalzinho,40320.909,21250.134,50774.296,113873.604,226218.943,14390.643,240609.586,17041.545871622533,2016
1722,Piquerobi,13255.234,4471.988,18867.409,17429.407,54024.039,2401.63,56425.669,15966.516363653125,2016
1723,Piquete,3237.039,22296.159,44506.727,70449.707,140489.632,7208.622,147698.254,10710.533298189139,2016
1724,Piracaia,24569.069,84025.133,97989.66,223404.712,429988.575,34100.195,464088.77,17980.270821310736,2016
1725,Piracicaba,164519.524,5802587.757,1570815.153,9827746.877,17365669.311,4458533.621,21824202.932,57357.54816674523,2016
1726,Piraju,55927.904,59187.939,101444.425,356429.79,572990.058,34446.961,607437.019,21262.847199830434,2016
1727,Pirajuí,55514.684,31475.135,84712.443,208277.209,379979.47,19173.378,399152.848,17249.47485415998,2016
1728,Pirangi,39587.83,46061.354,39882.757,122382.421,247914.362,19331.238,267245.599,24836.95162497579,2016
1729,Pirapora do Bom Jesus,157.86,97402.812,76412.045,165106.029,339078.746,26262.841,365341.588,20819.557073073647,2016
1730,Pirapozinho,31188.388,244840.021,94135.054,302607.564,672771.027,76673.572,749444.599,28588.388277640417,2016
1731,Pirassununga,85327.935,468523.902,282773.545,1302664.723,2139290.104,350592.804,2489882.908,34411.56100405147,2016
1732,Piratininga,17187.63,18189.723,48336.78,102777.622,186491.754,10610.447,197102.201,15442.040211375835,2016
1733,Pitangueiras,93227.118,186898.065,141193.253,884501.732,1305820.168,196873.547,1502693.715,40292.09586189632,2016
1734,Planalto,34155.149,9162.232,24574.409,33190.451,101082.241,2914.008,103996.248,21236.726256340913,2016
1735,Platina,37474.105,7077.23,17185.169,19485.658,81222.162,1266.485,82488.647,24419.374529358225,2016
1736,Poá,2557.835,605893.794,513444.145,1316668.457,2438564.231,1997060.657,4435624.888,39628.91554167622,2016
1737,Poloni,23618.856,32880.922,21972.57,45339.483,123811.83,10038.253,133850.083,24065.099429543694,2016
1738,Pompéia,51601.634,406999.99,91556.754,421054.486,971212.864,155347.841,1126560.705,54226.74873895497,2016
1739,Pongaí,26172.348,4161.012,17363.727,26447.477,74144.564,2138.169,76282.733,22535.519268632386,2016
1740,Pontal,69302.464,321818.967,154934.21,400352.958,946408.599,84492.984,1030901.583,22366.171642277593,2016
1741,Pontalinda,28262.378,3580.727,18944.483,17482.861,68270.449,2011.574,70282.023,16220.176016485784,2016
1742,Pontes Gestal,31882.856,42162.295,18197.88,34504.35,126747.381,9392.761,136140.142,53981.02394076052,2016
1743,Populina,40847.079,4365.269,20912.302,26728.567,92853.218,1964.673,94817.891,23245.37648644522,2016
1744,Porangaba,46377.629,23890.796,33097.527,57750.829,161116.781,9931.605,171048.386,19135.06950123748,2016
1745,Porto Feliz,145802.679,416526.438,228021.538,731362.589,1521713.243,256646.938,1778360.182,35140.59679181716,2016
1746,Porto Ferreira,19535.342,598371.39,218437.656,730248.641,1566593.028,298153.091,1864746.119,35106.39002902452,2016
1747,Potim,1685.734,34794.622,77937.279,89036.56,203454.195,15656.911,219111.106,10862.6793784142,2016
1748,Potirendaba,56224.797,135044.74,66165.634,191263.425,448698.596,39787.769,488486.365,30164.651434757398,2016
1749,Pracinha,4124.564,1365.834,14871.489,6637.436,26999.325,568.72,27568.045,9555.648050402482,2016
1750,Pradópolis,39316.61,301517.137,83713.028,268254.341,692801.116,66434.046,759235.162,38718.70888343978,2016
1751,Praia Grande,3653.338,736231.229,1300810.145,3755468.095,5796162.807,401043.819,6197206.626,20941.602775047388,2016
1752,Pratânia,44226.461,7755.711,20764.948,28997.471,101744.591,5361.641,107106.231,21743.04330058262,2016
1753,Presidente Alves,27270.392,4820.629,17639.243,25260.651,74990.915,2477.534,77468.449,19118.570928533663,2016
1754,Presidente Bernardes,37782.867,18028.801,56210.444,129148.186,241170.297,16541.158,257711.455,18839.933867750893,2016
1755,Presidente Epitácio,71592.335,125212.128,152435.618,451957.368,801197.449,52613.109,853810.558,20354.508269830018,2016
1756,Presidente Prudente,35465.298,1089940.626,750610.759,4878149.932,6754166.615,642973.83,7397140.445,34239.04595729165,2016
1757,Presidente Venceslau,36033.374,57404.578,136300.259,440774.941,670513.153,39039.917,709553.07,18674.90642599698,2016
1758,Promissão,92945.507,657196.02,148148.854,563614.722,1461905.104,148221.196,1610126.3,42267.18906939359,2016
1759,Quadra,32797.041,3898.566,18927.744,22016.325,77639.676,3580.299,81219.975,23034.592992416794,2016
1760,Quatá,76922.619,102710.224,52965.64,158357.896,390956.38,32588.083,423544.462,31401.576376909696,2016
1761,Queiroz,71466.057,123277.652,17527.362,69248.966,281520.035,25039.822,306559.858,99242.4272449076,2016
1762,Queluz,4245.819,45065.226,51423.561,145026.765,245761.37,24518.371,270279.742,22212.339070288697,2016
1763,Quintana,36596.432,42891.775,22190.744,47091.83,148770.781,10059.159,158829.94,25183.120365760828,2016
1764,Rafard,20866.98,139659.64,34990.098,101265.14,296781.858,38197.474,334979.332,38022.62562917686,2016
1765,Rancharia,276331.553,250748.878,109194.305,408032.689,1044307.425,75832.208,1120139.633,38881.586754914286,2016
1766,Redenção da Serra,11421.705,3940.183,17955.458,20600.914,53918.26,1855.889,55774.149,14505.63053431104,2016
1767,Regente Feijó,52255.87,85082.276,77552.33,328571.297,543461.773,69368.457,612830.23,32070.24074643281,2016
1768,Reginópolis,40323.405,9316.109,34213.404,42060.926,125913.844,4181.686,130095.529,17946.686351711236,2016
1769,Registro,114115.634,139215.858,198701.433,1171668.095,1623701.02,204227.351,1827928.371,33819.21131111304,2016
1770,Restinga,48123.567,44077.724,32835.793,42801.854,167838.939,9657.911,177496.85,24897.860795266402,2016
1771,Ribeira,14053.186,2924.365,14623.397,13300.611,44901.559,3616.852,48518.412,14828.365427908237,2016
1772,Ribeirão Bonito,52071.153,27377.446,48649.907,107048.192,235146.698,10472.357,245619.054,19454.97460580826,2016
1773,Ribeirão Branco,232172.844,19871.254,63789.029,84798.476,400631.603,6175.238,406806.84,22936.78622115404,2016
1774,Ribeirão Corrente,53452.803,8414.463,21620.575,32224.236,115712.077,123.367,115835.444,25678.440219395005,2016
1775,Ribeirão do Sul,37784.464,8047.06,18766.982,55271.742,119870.249,9042.118,128912.367,29411.90212136742,2016
1776,Ribeirão dos Índios,14223.534,2755.76,13237.07,8984.304,39200.667,724.493,39925.16,18518.163439425374,2016
1777,Ribeirão Grande,16807.462,168768.075,32751.641,63851.424,282178.603,19304.918,301483.521,40332.243599809815,2016
1778,Ribeirão Pires,1821.373,660942.761,431365.537,1587882.331,2682012.002,318721.197,3000733.199,25674.722558315938,2016
1779,Ribeirão Preto,119919.639,3925613.898,2715702.047,20299966.444,27061202.029,2974339.705,30035541.734,45863.28107664387,2016
1780,Rifaina,21572.54,16442.549,20896.167,40680.261,99591.517,6149.113,105740.631,30613.9637378235,2016
1781,Rincão,42953.164,20735.732,40801.736,69550.733,174041.365,8606.229,182647.594,17468.209035542724,2016
1782,Rinópolis,71469.429,26692.194,35500.564,88382.742,222044.929,10984.284,233029.212,23790.629139903787,2016
1783,Rio Claro,71454.888,3021616.04,793045.175,3760967.592,7647083.695,1273772.183,8920855.878,45633.31054460072,2016
1784,Rio das Pedras,30779.183,247323.521,130686.616,426500.52,835289.84,188953.827,1024243.666,31424.30099050469,2016
1785,Rio Grande da Serra,684.884,176541.274,149849.99,234235.487,561311.636,46314.519,607626.155,12789.975472034681,2016
1786,Riolândia,79812.427,13051.988,45724.98,60115.401,198704.795,5583.337,204288.133,18430.90334262748,2016
1787,Riversul,17259.437,4302.34,23329.013,18577.339,63468.128,1233.19,64701.318,11050.609448070378,2016
1788,Rosana,39129.829,1921985.647,96125.488,165724.728,2222965.692,12786.19,2235751.882,118979.93091975285,2016
1789,Roseira,4555.084,63815.741,42080.402,112208.053,222659.28,26463.532,249122.811,24328.399525517358,2016
1790,Rubiácea,22615.892,3307.078,15462.742,15321.737,56707.449,1265.354,57972.803,19552.37868064649,2016
1791,Rubinéia,23023.424,3604.484,19604.267,22726.517,68958.692,2361.512,71320.204,24217.386901764698,2016
1792,Sabino,43434.83,5294.04,26789.005,39431.893,114949.767,3426.003,118375.771,22015.207502604993,2016
1793,Sagres,14197.181,1909.815,12967.56,11194.29,40268.846,824.89,41093.736,17375.786823196628,2016
1794,Sales,42227.663,5760.623,27052.803,51186.332,126227.421,4242.821,130470.242,22356.107321924577,2016
1795,Sales Oliveira,75285.717,64222.319,42017.869,127412.914,308938.818,22645.629,331584.448,29687.926184159423,2016
1796,Salesópolis,24142.329,8956.06,59827.569,98020.876,190946.834,9375.505,200322.338,12255.12898754089,2016
1797,Salmourão,21315.009,4964.575,20172.506,21076.324,67528.415,1386.559,68914.974,13807.848911064642,2016
1798,Saltinho,12935.702,45534.887,33401.278,103804.71,195676.577,29572.869,225249.446,29700.612574306157,2016
1799,Salto,12218.544,1430163.08,412688.677,3129733.295,4984803.597,1052726.958,6037530.555,54152.14145471124,2016
1800,Salto de Pirapora,17907.941,625414.555,159195.712,466555.539,1269073.747,201142.059,1470215.806,34466.79964963029,2016
1801,Salto Grande,23435.807,76602.405,35291.129,75637.427,210966.769,12258.427,223225.195,24907.966448745796,2016
1802,Sandovalina,81271.008,346896.096,28625.307,41397.848,498190.259,6799.011,504989.27,125963.8988165533,2016
1803,Santa Adélia,76723.14,10313.099,54521.854,145314.111,286872.203,12474.871,299347.074,20387.323719609045,2016
1804,Santa Albertina,28250.491,57087.578,27178.472,64265.824,176782.365,13773.428,190555.793,33442.575067788996,2016
1805,Santa Bárbara d'Oeste,24656.277,1498315.54,698972.573,2478490.84,4700435.23,674691.978,5375127.208,28978.457831397045,2016
1806,Santa Branca,4286.785,50759.844,56939.634,94698.122,206684.384,12577.097,219261.481,15640.308226353081,2016
1807,Santa Clara d'Oeste,19137.125,2461.561,14034.481,16693.151,52326.317,1551.117,53877.434,26358.823063166055,2016
1808,Santa Cruz da Conceição,21493.041,13704.673,22158.211,45481.778,102837.703,12905.7,115743.403,27472.91784202923,2016
1809,Santa Cruz da Esperança,21819.576,2825.806,13477.146,12350.874,50473.401,1026.328,51499.73,25369.32494714548,2016
1810,Santa Cruz das Palmeiras,40469.864,18736.348,110717.833,253134.456,423058.502,27915.88,450974.381,13978.500439100259,2016
1811,Santa Cruz do Rio Pardo,132599.691,546106.601,172285.644,901909.967,1752901.903,214247.084,1967148.987,43487.32148544771,2016
1812,Santa Ernestina,19981.442,4836.779,22752.973,34644.882,82216.076,2997.66,85213.736,15387.095773246745,2016
1813,Santa Fé do Sul,30757.964,191339.579,143228.455,528198.073,893524.071,77358.506,970882.578,32144.17221516069,2016
1814,Santa Gertrudes,9360.11,868985.692,113100.778,410238.643,1401685.223,213327.796,1615013.019,66254.22625677567,2016
1815,Santa Isabel,64843.458,286893.056,188781.31,596303.744,1136821.567,148414.258,1285235.825,24108.719291227717,2016
1816,Santa Lúcia,27599.638,6313.071,30991.357,36959.906,101863.972,3192.409,105056.381,12441.542041387727,2016
1817,Santa Maria da Serra,26478.049,17614.904,22569.778,34822.073,101484.805,5117.793,106602.599,18238.254664740187,2016
1818,Santa Mercedes,24396.706,3019.984,14509.787,15431.123,57357.601,1714.663,59072.264,20984.81848072944,2016
1819,Santa Rita do Passa Quatro,61724.729,60921.532,98887.405,320399.996,541933.663,53538.217,595471.88,22530.15058180448,2016
1820,Santa Rita d'Oeste,18282.994,1479.087,14617.284,16705.586,51084.952,1359.091,52444.043,21310.05399264313,2016
1821,Santa Rosa de Viterbo,32999.439,227916.739,91632.824,267124.085,619673.087,97343.674,717016.761,28761.201817988895,2016
1822,Santa Salete,12647.518,1558.829,10046.052,7529.52,31781.919,780.942,32562.861,22519.267738589206,2016
1823,Santana da Ponte Pensa,13303.851,1924.816,10249.379,8116.425,33594.47,556.739,34151.209,21962.192483583283,2016
1824,Santana de Parnaíba,94613.782,1523628.896,658628.011,4595372.934,6872243.623,1393090.583,8265334.206,65211.280788969074,2016
1825,Santo Anastácio,40521.836,46325.158,75650.521,215556.791,378054.306,26568.004,404622.31,20000.11418026021,2016
1826,Santo André,1012.597,5307157.12,2464125.428,15758462.767,23530757.913,3306622.423,26837380.335,39050.38972036111,2016
1827,Santo Antônio da Alegria,47028.262,8632.031,26477.832,64588.459,146726.584,10208.22,156934.804,24114.13711628989,2016
1828,Santo Antônio de Posse,159151.386,164225.669,95094.474,444359.766,862831.294,104177.813,967009.106,43942.974933630765,2016
1829,Santo Antônio do Aracanguá,69745.562,23541.504,46903.851,58139.672,198330.589,7843.829,206174.418,25710.73921096256,2016
1830,Santo Antônio do Jardim,50262.724,12964.172,24082.911,58958.839,146268.646,7995.957,154264.603,26334.00521893602,2016
1831,Santo Antônio do Pinhal,8239.15,6650.795,28718.603,51132.237,94740.786,4350,99090.785,15093.79819071062,2016
1832,Santo Expedito,4971.205,2700.147,14143.314,12540.194,34354.859,934.692,35289.551,12139.508522683282,2016
1833,Santópolis do Aguapeí,10085.548,3504.837,17592.2,23114.14,54296.724,2044.881,56341.606,12467.715321674417,2016
1834,Santos,3513.954,1908794.685,2216746.696,14917469.129,19046524.465,2661530.601,21708055.066,51126.01552592615,2016
1835,São Bento do Sapucaí,30624.481,11195.457,39090.208,92851.042,173761.188,7865.875,181627.062,17312.65486519319,2016
