,Municipio,Agropecuária,Indústria,Administração pública,Serviços (exceto administração pública),Valor adicionado,Impostos líquido de subsídios,PIB,PIB per capita,Ano
181,Fernão,22681.8542023723,3302.7147013151257,9281.638872057181,9717.924045345855,44984.13182109046,1271.6188197347828,46255.75064082524,28982.29990026644,2014
182,Ferraz de Vasconcelos,1775.3416999956016,923383.6979473296,517808.3708594453,1039479.4629336209,2482446.8734403914,270493.4233725183,2752940.2968129097,15452.067225038783,2014
183,Flora Rica,11559.5823791889,1499.9885069799668,10256.391374993753,7515.494756530381,30831.457017693,565.7344002984557,31397.191417991457,18755.789377533725,2014
184,Floreal,25361.637081063134,4667.908877099066,15068.485777366303,16994.02444831811,62092.05618384661,1779.9695810686135,63872.02576491522,21710.409845314487,2014
185,Flórida Paulista,46807.99675874845,21418.635987808782,42446.51767421084,67533.22969940334,178206.3801201714,7757.838320114887,185964.2184402863,14850.99971572323,2014
186,Florínia,23406.94424382795,5069.394569783939,15326.694185687655,53959.74226226662,97762.77526156616,12056.404135384215,109819.17939695038,39703.246347415174,2014
187,Franca,61392.51656866239,1585890.196805416,990524.1881255691,4639488.816501064,7277295.718000712,797959.9857562969,8075255.703757009,24571.737170633547,2014
188,Francisco Morato,267.83595142589365,109953.13225290806,468019.9472781271,609806.5614154271,1188047.4768978881,56700.28901809962,1244747.7659159878,7681.020430816622,2014
189,Franco da Rocha,2835.4139683019876,763787.9817239703,409672.68737946346,1116643.4530358794,2292939.536107615,249160.76815349984,2542100.304261115,18160.32393154153,2014
190,Gabriel Monteiro,11660.781312331974,14996.124632362618,12640.011286167351,18899.917907013016,58196.83513787496,2841.0540775092686,61037.889215384224,22581.535040837673,2014
191,Gália,23077.947480972132,18307.750324980327,23796.077397520334,36993.55740437648,102175.33260784927,2728.154024919402,104903.48663276868,15456.532581813568,2014
192,Garça,58310.66853047684,178505.10174747475,139453.50001944814,529974.4753889139,906243.7456863136,89063.1005925391,995306.8462788527,23234.204357786373,2014
193,Gastão Vidigal,10089.877645947588,2529.251939466163,17698.520085191827,17140.606762668765,47458.25643327434,1305.1298030243413,48763.386236298684,10967.923130071678,2014
194,Gavião Peixoto,22449.895735588776,8553.883864027823,24187.247381760513,24221.50398064326,79412.53096202038,33730.05851240694,113142.58947442731,25165.16669804878,2014
195,General Salgado,25500.635966573514,60547.30537535225,41459.61754498236,158614.99442636085,286122.55331326893,29861.54272739338,315984.0960406623,29578.217358481917,2014
196,Getulina,56434.79790851481,9779.46160835273,37083.71785246017,61682.39375044351,164980.3711197712,5071.311263152909,170051.68238292413,15760.118849205202,2014
197,Glicério,21573.938526466827,9859.56507896484,20611.620927051645,23321.324862373756,75366.44939485707,3748.7192980707505,79115.16869292782,17039.66588260345,2014
198,Guaiçara,23328.55386290207,45364.18925121153,37958.24570459039,61302.765365179774,167953.75418388378,8990.007185918275,176943.76136980206,15805.60619649862,2014
199,Guaimbê,11776.05857262622,2182.0714192843957,20582.971461901387,28489.39493217167,63030.49638598367,2364.0184826278464,65394.51486861152,11983.601771781478,2014
200,Guaíra,160155.14614226352,484729.3855933146,155095.4953076401,683525.8933585256,1483505.9204017438,170768.46766262501,1654274.3880643689,43379.42541141652,2014
201,Guapiaçu,43313.19440464829,69877.06380303908,66016.13935087799,133210.09388412716,312416.4914426925,26413.394178441176,338829.8856211337,17697.163147452928,2014
202,Guapiara,367731.66183360375,53616.9237218582,56022.676906318375,102447.52089000159,579818.7833517819,9727.5715182744,589546.3548700563,33206.396016112216,2014
203,Guará,54200.595357799495,108414.54012486685,76499.41159367262,159363.19403677652,398477.74111311545,36242.00022223454,434719.74133535,21493.114868750617,2014
204,Guaraçaí,76362.70261867932,8896.490293836454,33139.855152525015,69596.482652081,187995.5307171218,7205.913083878388,195201.44380100016,23128.13315177727,2014
205,Guaraci,71040.85308667007,40396.366930454984,43389.386139944836,73473.39514023694,228300.00129730685,15592.183572572754,243892.1848698796,23482.783060839552,2014
206,Guarani d'Oeste,4444.540645468243,1702.517779188136,11305.693445291523,7777.845662990807,25230.597532938707,955.6905838887831,26186.28811682749,13415.106617227199,2014
207,Guarantã,31406.050900135633,14178.657969260881,24209.86341301646,46044.74600173063,115839.3182841436,6962.095915182857,122801.41419932646,19098.198164747504,2014
208,Guararapes,131928.43923421673,148381.90131106362,105179.55146975222,343316.37266772834,728806.2646827609,51063.868298475696,779870.1329812367,24939.882730452082,2014
209,Guararema,27032.061168648586,265884.8697796456,106324.62007741738,968523.188867015,1367764.7398927265,188280.95945406475,1556045.6993467913,57106.78579516997,2014
210,Guaratinguetá,33594.28312584719,1380487.4905228843,379344.856600206,1923496.2987823868,3716922.929031324,687291.2817916503,4404214.210822974,38380.95172830479,2014
211,Guareí,46662.95171430067,30894.505196377748,52789.54448056649,56710.53514982201,187057.53654106692,9475.241503130399,196532.77804419733,13073.423670870574,2014
212,Guariba,56241.43206585367,203886.41161878465,125699.36398734622,329948.33806236944,715775.5457343541,64712.046206873856,780487.5919412279,21115.94588878383,2014
213,Guarujá,22971.722935688493,1405302.41584365,1199574.00620605,4056086.595854825,6683934.740840213,946680.916317815,7630615.657158028,25371.027683635937,2014
214,Guarulhos,37614.00214164722,11205357.376166372,4483469.069993186,28089506.74021546,43815947.18851667,8740239.193754943,52556186.38227161,41235.803671846836,2014
215,Guatapará,87011.51341078158,6463.964554604915,32028.028642529498,43949.25296163647,169452.75956955247,8064.726487026898,177517.48605657936,24810.270587921645,2014
216,Guzolândia,10506.570240237692,3918.472101180993,18916.158344871827,17982.174595631343,51323.37528192185,1638.53718332524,52961.91246524709,10812.967020262779,2014
217,Herculândia,52102.642664065585,51726.281889073056,28874.05331706998,66409.88637517112,199112.86424537975,14352.63702831818,213465.50127369794,23928.42744913103,2014
218,Holambra,202289.08728345472,117390.08941093704,57241.29705856665,289313.4815960663,666233.9553490247,66366.4219704929,732600.3773195177,57785.169373680204,2014
219,Hortolândia,1110.1275869467104,3653231.264535008,762246.5298452247,3869660.6013227515,8286248.523289931,2022656.0788137168,10308904.602103647,49641.99360558422,2014
220,Iacanga,26972.38360932477,61943.8072020657,42615.22687268823,252780.0287478314,384311.4464319101,59990.970222477794,444302.4166543879,42086.04875006042,2014
221,Iacri,69332.51199899813,8556.677299279349,21034.753698080454,35379.54360010769,134303.48659646563,3802.2513324963934,138105.73792896201,21690.8650744404,2014
222,Iaras,31433.235124468618,4486.083599733433,28463.466111021968,39933.910396385785,104316.6952316098,6535.8750183654665,110852.57024997527,16882.816060002326,2014
223,Ibaté,31399.878942869676,177810.07433790932,111859.81068482631,262833.530781431,583903.2947470363,52765.116641047665,636668.411388084,19662.39689277591,2014
224,Ibirá,34253.74027524502,30574.00532036268,43237.977878872494,85343.68676232228,193409.41023680248,13392.155409921557,206801.56564672402,18156.414894356807,2014
225,Ibirarema,24055.662635088698,34964.1542103747,25031.864775853384,73543.80868014361,157595.49030146038,17551.72846385156,175147.21876531193,24885.936170121047,2014
226,Ibitinga,76922.65098367391,247404.93068503903,172076.52719494858,552564.0512521903,1048968.1601158518,101292.0677284497,1150260.2278443016,20742.975634218197,2014
227,Ibiúna,323889.6296083128,214505.23161494013,229631.83123237296,572839.6912100036,1340866.3836656294,98597.3727061161,1439463.7563717456,19635.566661279594,2014
228,Icém,18527.401283777028,35007.017884499015,38743.63835547038,67374.19672111681,159652.25424486323,4526.829778768121,164179.08402363135,21327.49857412722,2014
229,Iepê,40240.11595437903,8674.828321610259,31711.719846153486,75263.42593016315,155890.09005230592,10147.25495674743,166037.34500905336,21454.625275753115,2014
230,Igaraçu do Tietê,9269.305528530063,17201.97737206681,73504.4614105133,135641.8681288986,235617.6124400088,14893.849786990004,250511.4622269988,10587.526403237345,2014
231,Igarapava,53033.2088939786,131704.42202833988,92294.14011197133,632824.0410038572,909855.8120381469,154709.21177262542,1064565.0238107722,37230.36384593873,2014
232,Igaratá,5461.417388411629,24172.77991271286,36628.445989583575,82582.28106234861,148844.92435305667,14569.530360755318,163414.45471381198,18106.864788234012,2014
233,Iguape,65143.26485588982,962336.4607111026,107759.77650440656,496639.55329079716,1631879.0553621962,22118.72039239481,1653997.775754591,56973.50335002552,2014
234,Ilha Comprida,2507.2495801878567,2721854.394477321,74064.53066525533,992619.1883521038,3791045.363074868,27361.71078303783,3818407.073857906,401303.94890781987,2014
235,Ilha Solteira,44040.59625752202,19608.021162031426,123604.4707281765,293254.64125499106,480507.72940272104,21887.66674617573,502395.3961488968,19779.346305074676,2014
236,Ilhabela,3168.198531168537,4592319.305638688,141818.40608130567,1959995.767649419,6697301.677900581,71948.04883979139,6769249.726740372,222445.85214880787,2014
237,Indaiatuba,27592.884097923732,3721139.4557374604,803172.6403648367,4679776.931026966,9231681.911227187,2553066.6586586954,11784748.569885883,53382.14262366659,2014
238,Indiana,12192.831386077014,4468.3814655808865,18493.024663207907,19957.20751112827,55111.44502599408,1754.042897632017,56865.4879236261,11832.18641773327,2014
239,Indiaporã,14309.599014021887,4514.8507037659765,16792.1439062323,25911.709110466367,61528.30273448653,1494.3462462741397,63022.64898076067,16259.713359329378,2014
240,Inúbia Paulista,8338.073230544145,6113.216889521222,16394.087877818714,74204.60526095217,105049.98325883626,12631.913157981944,117681.8964168182,31465.747705031605,2014
241,Ipaussu,30481.904334204224,81345.20320149568,46065.113669630584,129023.27445325913,286915.49565858964,25980.602523740672,312896.0981823303,22362.49987009222,2014
242,Iperó,12627.022234138534,115976.42555276897,107459.14192710831,154469.3666701152,390531.95638413104,50366.68192908022,440898.63831321127,14298.64239705566,2014
243,Ipeúna,11548.620658701271,324827.3883999616,26195.05972341485,154344.37959721318,516915.4483792909,71925.69749652431,588841.1458758152,88989.14098168584,2014
244,Ipiguá,15110.903926951418,12115.076429851348,17758.33168617634,15648.656434089262,60632.96847706837,6014.650881531489,66647.61935859986,13931.358561580239,2014
245,Iporanga,6454.992843261827,2043.6665990401038,19630.18416651128,12757.696235330593,40886.5398441438,1073.0507786958342,41959.590622839634,9688.199174056715,2014
246,Ipuã,62608.44224386079,31130.135702572807,57388.183145900366,122516.4748917974,273643.23598413134,16712.778341461697,290356.014325593,19553.910318916627,2014
247,Iracemápolis,22721.520609267525,160879.00036176163,75119.46227528383,219418.34757392673,478138.33082023973,444661.86375560163,922800.1945758413,42740.0395801881,2014
248,Irapuã,36156.605046156066,8035.345841857602,25480.931145576564,33995.72545547964,103668.60748906987,3208.6789688230438,106877.28645789291,14313.283307605854,2014
249,Irapuru,14520.05447886814,2037.3045365503954,25114.620121745313,31028.610222601717,72700.58935976557,2591.194518279727,75291.78387804529,9915.946777037441,2014
250,Itaberá,114797.43403013713,22157.573335744644,59597.73776939962,181674.16954220252,378226.9146774839,20881.719170344055,399108.63384782796,22529.417660052386,2014
251,Itaí,117359.88058166542,58528.42719841837,89994.52889593097,189917.90399486065,455800.7406708754,31465.87369773052,487266.61436860595,19490.664574744238,2014
252,Itajobi,150086.31485255173,64620.724516326496,56618.488835983764,148677.11194592665,420002.64015078865,22730.363321998662,442733.0034727873,30309.646297856325,2014
253,Itaju,19794.823636469984,4779.937140681462,15869.84108773218,19259.722212999783,59704.32407788341,3449.225225082153,63153.54930296556,18471.35106843099,2014
254,Itanhaém,45524.2014158331,102489.08301630737,370181.6929563768,828548.0769309574,1346743.0543194746,71391.21792036426,1418134.272239839,15462.2342038449,2014
255,Itaóca,4263.44662126849,5016.17792906934,14168.880827483452,7478.842747517414,30927.348125338696,1340.9584588359828,32268.30658417468,10099.626473920087,2014
256,Itapecerica da Serra,18128.863758316846,694712.4842410082,532698.9445748356,1594368.5576235144,2839908.850197675,388980.22215249966,3228889.0723501747,20249.27768834341,2014
257,Itapetininga,211739.96904632627,1044798.6170857265,480967.94828089606,1746166.4673108165,3483673.0017237654,404471.1615601489,3888144.1632839143,25806.038198449,2014
258,Itapeva,410592.37156586157,222402.41429337137,322067.3037629087,890135.6433541187,1845197.7329762604,120253.23517037214,1965450.9681466324,22035.19180396691,2014
259,Itapevi,164.1651510837287,1818352.9154948434,711583.7636549142,5525452.960267937,8055553.804568778,1734477.375257274,9790031.179826051,45527.828993675656,2014
260,Itapira,62771.285915675886,1083769.3495861413,255222.45909936714,1213283.0509540467,2615046.145555231,385387.22712836135,3000433.372683592,42883.55042639519,2014
261,Itapirapuã Paulista,3676.802907829351,1377.5974605494093,16180.372818150605,8363.022254897463,29597.795441426828,717.9158175974992,30315.711259024327,7617.012879151841,2014
262,Itápolis,95618.30758212841,295603.2101575543,133643.67807418824,558232.881707428,1083098.077521299,115667.23716614919,1198765.314687448,29472.52089018656,2014
263,Itaporanga,19651.675155045195,12779.849247743958,49579.28551007516,96653.49095543235,178664.30086829668,9942.238437652792,188606.53930594947,12927.99638809716,2014
264,Itapuí,15137.565023301875,149918.97722235898,48549.81730374656,223705.31565761377,437311.6752070212,81919.18585115732,519230.8610581785,40447.9910460527,2014
265,Itapura,17448.63121653553,4401.74955735627,20960.79470573891,21516.85337132302,64328.028850953735,2153.9414926724035,66481.97034362613,14512.545370798109,2014
266,Itaquaquecetuba,9814.516042363113,1526088.2097174032,973928.4896474958,2626035.66506208,5135866.880469343,756105.6086746851,5891972.489144028,17291.137778448276,2014
267,Itararé,50274.446658116874,80551.37679953966,160052.50671062188,399149.98062690545,690028.3107951839,47057.45152185569,737085.7623170395,15265.315570405706,2014
268,Itariri,69039.17064843373,9589.774601704812,51486.1408471245,70816.8037607251,200931.88985798816,7680.868718055895,208612.75857604406,12898.031320393475,2014
